month,state,industry,claim_type,claims_count_actual,distribution,param_1,param_2,base_avg_cost
2015-01,IN,Manufacturing,Indemnity,2,lognormal,8.55,0.72,9664.3
2015-01,IN,Manufacturing,LostTime,3,lognormal,8.55,0.72,9639.7
2015-01,KS,Construction,Indemnity,3,lognormal,8.55,0.72,11288.7
2015-01,KS,Construction,LostTime,3,lognormal,8.55,0.72,11023.2
2015-01,KS,Healthcare,Indemnity,2,lognormal,8.55,0.72,6875.3
2015-01,KS,Healthcare,LostTime,3,lognormal,8.55,0.72,12026.0
2015-01,KS,Manufacturing,Indemnity,7,lognormal,8.55,0.72,10894.2
2015-01,KS,Manufacturing,LostTime,28,lognormal,8.55,0.72,8965.7
2015-01,KS,Manufacturing,MedicalOnly,2,lognormal,8.55,0.72,5101.3
2015-01,KY,Construction,Indemnity,4,lognormal,8.55,0.72,12305.1
2015-01,KY,Construction,LostTime,2,lognormal,8.55,0.72,13309.6
2015-01,KY,Healthcare,LostTime,2,lognormal,8.55,0.72,8573.1
2015-01,KY,Manufacturing,Indemnity,7,lognormal,8.55,0.72,7865.1
2015-01,KY,Manufacturing,LostTime,2,lognormal,8.55,0.72,13589.5
2015-01,LA,Construction,Indemnity,2,lognormal,8.55,0.72,9511.8
2015-01,LA,Construction,LostTime,4,lognormal,8.55,0.72,12933.3
2015-01,LA,Healthcare,Indemnity,2,lognormal,8.55,0.72,7623.1
2015-01,LA,Healthcare,LostTime,4,lognormal,8.55,0.72,11466.4
2015-01,LA,Manufacturing,Indemnity,6,lognormal,8.55,0.72,9934.3
2015-01,LA,Manufacturing,LostTime,18,lognormal,8.55,0.72,13858.7
2015-01,LA,Manufacturing,MedicalOnly,3,lognormal,8.55,0.72,7564.6
2015-01,MA,Construction,Indemnity,6,lognormal,8.55,0.72,11124.2
2015-01,MA,Construction,LostTime,23,lognormal,8.55,0.72,13733.7
2015-01,MA,Healthcare,Indemnity,2,lognormal,8.55,0.72,9582.8
2015-01,MA,Healthcare,LostTime,16,lognormal,8.55,0.72,8138.8
2015-01,MA,Manufacturing,Indemnity,6,lognormal,8.55,0.72,10759.7
2015-01,MA,Manufacturing,LostTime,42,lognormal,8.55,0.72,11688.5
2015-01,MD,Construction,Indemnity,2,lognormal,8.55,0.72,9745.0
2015-01,MD,Construction,LostTime,2,lognormal,8.55,0.72,15673.2
2015-01,MD,Healthcare,Indemnity,2,lognormal,8.55,0.72,8197.2
2015-01,MD,Healthcare,LostTime,3,lognormal,8.55,0.72,11093.1
2015-01,MD,Manufacturing,Indemnity,3,lognormal,8.55,0.72,10197.4
2015-01,MD,Manufacturing,LostTime,3,lognormal,8.55,0.72,13458.7
2015-01,ME,Construction,Indemnity,4,lognormal,8.55,0.72,8620.7
2015-01,ME,Construction,LostTime,3,lognormal,8.55,0.72,15272.9
2015-01,ME,Healthcare,Indemnity,2,lognormal,8.55,0.72,8310.3
2015-01,ME,Healthcare,LostTime,3,lognormal,8.55,0.72,9992.6
2015-01,ME,Manufacturing,Indemnity,2,lognormal,8.55,0.72,8508.1
2015-01,ME,Manufacturing,LostTime,13,lognormal,8.55,0.72,11716.6
2015-01,ME,Manufacturing,MedicalOnly,2,lognormal,8.55,0.72,7017.0
2015-01,MI,Healthcare,Indemnity,3,lognormal,8.55,0.72,8253.5
2015-01,MI,Healthcare,LostTime,3,lognormal,8.55,0.72,10970.5
2015-01,MI,Manufacturing,Indemnity,3,lognormal,8.55,0.72,10106.7
2015-01,MI,Manufacturing,LostTime,5,lognormal,8.55,0.72,12489.6
2015-01,MN,Healthcare,LostTime,2,lognormal,8.55,0.72,12352.8
2015-01,MN,Manufacturing,Indemnity,3,lognormal,8.55,0.72,10379.0
2015-01,MN,Manufacturing,LostTime,4,lognormal,8.55,0.72,12014.2
2015-01,MO,Construction,Indemnity,2,lognormal,8.55,0.72,10378.3
2015-01,MO,Construction,LostTime,8,lognormal,8.55,0.72,13286.1
2015-01,MO,Healthcare,Indemnity,2,lognormal,8.55,0.72,7134.3
2015-01,MO,Healthcare,LostTime,3,lognormal,8.55,0.72,9217.3
2015-01,MO,Manufacturing,Indemnity,5,lognormal,8.55,0.72,7529.1
2015-01,MO,Manufacturing,LostTime,39,lognormal,8.55,0.72,12834.0
2015-01,MO,Manufacturing,MedicalOnly,3,lognormal,8.55,0.72,5894.2
2015-01,MS,Construction,Indemnity,2,lognormal,8.55,0.72,11391.0
2015-01,MS,Construction,LostTime,4,lognormal,8.55,0.72,11718.3
2015-01,MS,Healthcare,Indemnity,2,lognormal,8.55,0.72,8285.9
2015-01,MS,Healthcare,LostTime,6,lognormal,8.55,0.72,9901.6
2015-01,MS,Manufacturing,Indemnity,8,lognormal,8.55,0.72,10522.1
2015-01,MS,Manufacturing,LostTime,27,lognormal,8.55,0.72,11739.6
2015-01,MS,Manufacturing,MedicalOnly,7,lognormal,8.55,0.72,6381.4
2015-01,MT,Construction,Indemnity,3,lognormal,8.55,0.72,11624.6
2015-01,MT,Construction,LostTime,7,lognormal,8.55,0.72,14087.1
2015-01,MT,Healthcare,Indemnity,3,lognormal,8.55,0.72,7388.3
2015-01,MT,Healthcare,LostTime,5,lognormal,8.55,0.72,11276.8
2015-01,MT,Manufacturing,Indemnity,6,lognormal,8.55,0.72,10952.1
2015-01,MT,Manufacturing,LostTime,2,lognormal,8.55,0.72,10456.8
2015-01,NC,Construction,Indemnity,2,lognormal,8.55,0.72,10352.8
2015-01,NC,Construction,LostTime,2,lognormal,8.55,0.72,12310.0
2015-01,NC,Healthcare,Indemnity,3,lognormal,8.55,0.72,9610.1
2015-01,NC,Healthcare,LostTime,2,lognormal,8.55,0.72,10899.6
2015-01,NC,Manufacturing,Indemnity,6,lognormal,8.55,0.72,8113.9
2015-01,NC,Manufacturing,LostTime,3,lognormal,8.55,0.72,9682.4
2015-01,ND,Construction,Indemnity,3,lognormal,8.55,0.72,12843.9
2015-01,ND,Construction,LostTime,5,lognormal,8.55,0.72,11867.3
2015-01,ND,Healthcare,Indemnity,5,lognormal,8.55,0.72,7990.9
2015-01,ND,Healthcare,LostTime,2,lognormal,8.55,0.72,9190.0
2015-01,ND,Manufacturing,Indemnity,3,lognormal,8.55,0.72,9385.8
2015-01,ND,Manufacturing,LostTime,33,lognormal,8.55,0.72,10844.8
2015-01,NE,Construction,Indemnity,4,lognormal,8.55,0.72,12146.1
2015-01,NE,Construction,LostTime,5,lognormal,8.55,0.72,14018.9
2015-01,NE,Healthcare,Indemnity,3,lognormal,8.55,0.72,10224.6
2015-01,NE,Healthcare,LostTime,9,lognormal,8.55,0.72,8675.4
2015-01,NE,Manufacturing,Indemnity,7,lognormal,8.55,0.72,7506.4
2015-01,NE,Manufacturing,LostTime,24,lognormal,8.55,0.72,10036.3
2015-01,NH,Construction,Indemnity,3,lognormal,8.55,0.72,9554.6
2015-01,NH,Construction,LostTime,3,lognormal,8.55,0.72,12889.6
2015-01,NH,Healthcare,Indemnity,3,lognormal,8.55,0.72,9058.1
2015-01,NH,Healthcare,LostTime,6,lognormal,8.55,0.72,9528.6
2015-01,NH,Manufacturing,Indemnity,4,lognormal,8.55,0.72,8240.9
2015-01,NH,Manufacturing,LostTime,3,lognormal,8.55,0.72,12423.8
2015-01,NJ,Construction,Indemnity,6,lognormal,8.55,0.72,12085.2
2015-01,NJ,Construction,LostTime,18,lognormal,8.55,0.72,10803.7
2015-01,NJ,Construction,MedicalOnly,2,lognormal,8.55,0.72,7752.1
2015-01,NJ,Healthcare,Indemnity,2,lognormal,8.55,0.72,8070.7
2015-01,NJ,Healthcare,LostTime,8,lognormal,8.55,0.72,11044.2
2015-01,NJ,Manufacturing,Indemnity,19,lognormal,8.55,0.72,11454.4
2015-01,NJ,Manufacturing,LostTime,70,lognormal,8.55,0.72,10435.9
2015-01,NJ,Manufacturing,MedicalOnly,2,lognormal,8.55,0.72,5033.1
2015-01,NM,Construction,LostTime,2,lognormal,8.55,0.72,12585.6
2015-01,NM,Healthcare,LostTime,3,lognormal,8.55,0.72,9146.3
2015-01,NM,Manufacturing,Indemnity,2,lognormal,8.55,0.72,10341.6
2015-01,NM,Manufacturing,LostTime,6,lognormal,8.55,0.72,11386.9
2015-01,NV,Construction,LostTime,2,lognormal,8.55,0.72,11212.2
2015-01,NV,Healthcare,LostTime,2,lognormal,8.55,0.72,11956.6
2015-01,NV,Manufacturing,Indemnity,3,lognormal,8.55,0.72,7657.9
2015-01,NV,Manufacturing,LostTime,3,lognormal,8.55,0.72,13452.3
2015-01,NY,Construction,Indemnity,9,lognormal,8.55,0.72,11510.5
2015-01,NY,Construction,LostTime,20,lognormal,8.55,0.72,17633.5
2015-01,NY,Construction,MedicalOnly,4,lognormal,8.55,0.72,6918.2
2015-01,NY,Healthcare,Indemnity,2,lognormal,8.55,0.72,10798.0
2015-01,NY,Healthcare,LostTime,5,lognormal,8.55,0.72,14904.4
2015-01,NY,Manufacturing,Indemnity,8,lognormal,8.55,0.72,11560.3
2015-01,NY,Manufacturing,LostTime,47,lognormal,8.55,0.72,11286.0
2015-01,NY,Manufacturing,MedicalOnly,3,lognormal,8.55,0.72,8463.8
2015-01,OH,Construction,Indemnity,2,lognormal,8.55,0.72,12335.4
2015-01,OH,Construction,LostTime,4,lognormal,8.55,0.72,15403.1
2015-01,OH,Construction,MedicalOnly,4,lognormal,8.55,0.72,6326.5
2015-01,OH,Healthcare,Indemnity,2,lognormal,8.55,0.72,8049.6
2015-01,OH,Healthcare,LostTime,12,lognormal,8.55,0.72,8813.0
2015-01,OH,Manufacturing,Indemnity,54,lognormal,8.55,0.72,9783.0
2015-01,OH,Manufacturing,LostTime,70,lognormal,8.55,0.72,9541.6
2015-01,OH,Manufacturing,MedicalOnly,5,lognormal,8.55,0.72,5384.6
2015-01,OK,Construction,Indemnity,3,lognormal,8.55,0.72,9128.6
2015-01,OK,Construction,LostTime,11,lognormal,8.55,0.72,13253.4
2015-01,OK,Construction,MedicalOnly,3,lognormal,8.55,0.72,8637.8
2015-01,OK,Healthcare,Indemnity,2,lognormal,8.55,0.72,9468.8
2015-01,OK,Healthcare,LostTime,5,lognormal,8.55,0.72,9751.3
2015-01,OK,Manufacturing,Indemnity,12,lognormal,8.55,0.72,8311.0
2015-01,OK,Manufacturing,LostTime,22,lognormal,8.55,0.72,13495.7
2015-01,OK,Manufacturing,MedicalOnly,3,lognormal,8.55,0.72,5449.4
2015-01,OR,Construction,LostTime,3,lognormal,8.55,0.72,11142.8
2015-01,OR,Healthcare,LostTime,3,lognormal,8.55,0.72,10744.6
2015-01,OR,Manufacturing,Indemnity,3,lognormal,8.55,0.72,9194.2
2015-01,OR,Manufacturing,LostTime,3,lognormal,8.55,0.72,12482.5
2015-01,PA,Construction,Indemnity,5,lognormal,8.55,0.72,9055.6
2015-01,PA,Construction,LostTime,10,lognormal,8.55,0.72,10844.6
2015-01,PA,Healthcare,Indemnity,3,lognormal,8.55,0.72,9864.0
2015-01,PA,Healthcare,LostTime,18,lognormal,8.55,0.72,10974.2
2015-01,PA,Manufacturing,Indemnity,50,lognormal,8.55,0.72,8631.2
2015-01,PA,Manufacturing,LostTime,121,lognormal,8.55,0.72,12242.7
2015-01,RI,Construction,Indemnity,6,lognormal,8.55,0.72,11145.9
2015-01,RI,Construction,LostTime,3,lognormal,8.55,0.72,13443.4
2015-01,RI,Healthcare,Indemnity,4,lognormal,8.55,0.72,8210.2
2015-01,RI,Healthcare,LostTime,2,lognormal,8.55,0.72,9401.3
2015-01,RI,Manufacturing,Indemnity,3,lognormal,8.55,0.72,10453.6
2015-01,RI,Manufacturing,LostTime,5,lognormal,8.55,0.72,11139.1
2015-01,SC,Construction,Indemnity,2,lognormal,8.55,0.72,8979.4
2015-01,SC,Construction,LostTime,2,lognormal,8.55,0.72,13437.4
2015-01,SC,Healthcare,LostTime,4,lognormal,8.55,0.72,10382.9
2015-01,SC,Manufacturing,Indemnity,3,lognormal,8.55,0.72,11301.2
2015-01,SC,Manufacturing,LostTime,4,lognormal,8.55,0.72,13619.3
2015-01,SD,Construction,Indemnity,3,lognormal,8.55,0.72,12360.8
2015-01,SD,Construction,LostTime,3,lognormal,8.55,0.72,11279.0
2015-01,SD,Healthcare,Indemnity,4,lognormal,8.55,0.72,9236.9
2015-01,SD,Healthcare,LostTime,6,lognormal,8.55,0.72,8537.4
2015-01,SD,Manufacturing,Indemnity,3,lognormal,8.55,0.72,11444.2
2015-01,SD,Manufacturing,LostTime,6,lognormal,8.55,0.72,10190.0
2015-01,TN,Construction,Indemnity,3,lognormal,8.55,0.72,9904.4
2015-01,TN,Construction,LostTime,3,lognormal,8.55,0.72,10165.1
2015-01,TN,Healthcare,LostTime,3,lognormal,8.55,0.72,9096.5
2015-01,TN,Manufacturing,Indemnity,3,lognormal,8.55,0.72,7564.9
2015-01,TN,Manufacturing,LostTime,3,lognormal,8.55,0.72,9380.2
2015-01,TX,Construction,Indemnity,12,lognormal,8.55,0.72,8370.7
2015-01,TX,Construction,LostTime,57,lognormal,8.55,0.72,10430.3
2015-01,TX,Healthcare,Indemnity,7,lognormal,8.55,0.72,8148.7
2015-01,TX,Healthcare,LostTime,33,lognormal,8.55,0.72,10410.6
2015-01,TX,Healthcare,MedicalOnly,5,lognormal,8.55,0.72,6360.8
2015-01,TX,Manufacturing,Indemnity,89,lognormal,8.55,0.72,7662.7
2015-01,TX,Manufacturing,LostTime,167,lognormal,8.55,0.72,10136.0
2015-01,TX,Manufacturing,MedicalOnly,3,lognormal,8.55,0.72,5764.2
2015-01,UT,Construction,Indemnity,2,lognormal,8.55,0.72,10120.9
2015-01,UT,Construction,LostTime,3,lognormal,8.55,0.72,12812.2
2015-01,UT,Healthcare,LostTime,3,lognormal,8.55,0.72,9748.7
2015-01,UT,Manufacturing,Indemnity,3,lognormal,8.55,0.72,7778.9
2015-01,UT,Manufacturing,LostTime,2,lognormal,8.55,0.72,9401.4
2015-01,VA,Construction,Indemnity,2,lognormal,8.55,0.72,10023.2
2015-01,VA,Construction,LostTime,5,lognormal,8.55,0.72,13784.4
2015-01,VA,Construction,MedicalOnly,2,lognormal,8.55,0.72,6505.9
2015-01,VA,Healthcare,Indemnity,2,lognormal,8.55,0.72,7246.7
2015-01,VA,Healthcare,LostTime,5,lognormal,8.55,0.72,12168.1
2015-01,VA,Manufacturing,Indemnity,2,lognormal,8.55,0.72,9175.4
2015-01,VA,Manufacturing,LostTime,8,lognormal,8.55,0.72,11829.7
2015-01,VT,Manufacturing,LostTime,2,lognormal,8.55,0.72,10539.4
2015-01,WA,Construction,Indemnity,2,lognormal,8.55,0.72,9780.8
2015-01,WA,Construction,LostTime,2,lognormal,8.55,0.72,11143.1
2015-01,WA,Healthcare,LostTime,6,lognormal,8.55,0.72,12322.5
2015-01,WA,Manufacturing,Indemnity,3,lognormal,8.55,0.72,9001.3
2015-01,WA,Manufacturing,LostTime,3,lognormal,8.55,0.72,12732.1
2015-01,WI,Construction,Indemnity,5,lognormal,8.55,0.72,11083.8
2015-01,WI,Construction,LostTime,8,lognormal,8.55,0.72,14711.3
2015-01,WI,Construction,MedicalOnly,5,lognormal,8.55,0.72,7036.0
2015-01,WI,Healthcare,Indemnity,4,lognormal,8.55,0.72,6941.4
2015-01,WI,Healthcare,LostTime,10,lognormal,8.55,0.72,8777.3
2015-01,WI,Manufacturing,Indemnity,33,lognormal,8.55,0.72,9844.7
2015-01,WI,Manufacturing,LostTime,33,lognormal,8.55,0.72,10474.4
2015-01,WV,Construction,Indemnity,2,lognormal,8.55,0.72,12466.9
2015-01,WV,Construction,LostTime,2,lognormal,8.55,0.72,13204.0
2015-01,WV,Healthcare,Indemnity,2,lognormal,8.55,0.72,8017.5
2015-01,WV,Healthcare,LostTime,7,lognormal,8.55,0.72,11638.5
2015-01,WV,Manufacturing,Indemnity,5,lognormal,8.55,0.72,10537.1
2015-01,WV,Manufacturing,LostTime,26,lognormal,8.55,0.72,9326.1
2015-01,WV,Manufacturing,MedicalOnly,2,lognormal,8.55,0.72,5871.1
2015-01,WY,Construction,LostTime,3,lognormal,8.55,0.72,12063.6
2015-01,WY,Manufacturing,Indemnity,3,lognormal,8.55,0.72,10811.8
2015-01,WY,Manufacturing,LostTime,6,lognormal,8.55,0.72,11543.3
2015-02,AK,Healthcare,LostTime,3,lognormal,8.55,0.72,9615.5
2015-02,AK,Manufacturing,Indemnity,2,lognormal,8.55,0.72,11070.9
2015-02,AK,Manufacturing,LostTime,5,lognormal,8.55,0.72,13680.6
2015-02,AL,Construction,Indemnity,3,lognormal,8.55,0.72,11223.2
2015-02,AL,Construction,LostTime,5,lognormal,8.55,0.72,13997.0
2015-02,AL,Healthcare,Indemnity,2,lognormal,8.55,0.72,8132.4
2015-02,AL,Healthcare,LostTime,2,lognormal,8.55,0.72,11800.7
2015-02,AL,Manufacturing,Indemnity,20,lognormal,8.55,0.72,7868.4
2015-02,AL,Manufacturing,LostTime,17,lognormal,8.55,0.72,10647.1
2015-02,AL,Manufacturing,MedicalOnly,3,lognormal,8.55,0.72,6201.0
2015-02,AR,Construction,Indemnity,3,lognormal,8.55,0.72,13106.1
2015-02,AR,Construction,LostTime,6,lognormal,8.55,0.72,13882.9
2015-02,AR,Healthcare,Indemnity,2,lognormal,8.55,0.72,9019.3
2015-02,AR,Healthcare,LostTime,3,lognormal,8.55,0.72,8962.0
2015-02,AR,Manufacturing,Indemnity,12,lognormal,8.55,0.72,10313.3
2015-02,AR,Manufacturing,LostTime,30,lognormal,8.55,0.72,12119.7
2015-02,AZ,Construction,Indemnity,2,lognormal,8.55,0.72,12638.7
2015-02,AZ,Construction,LostTime,2,lognormal,8.55,0.72,12034.2
2015-02,AZ,Healthcare,Indemnity,3,lognormal,8.55,0.72,9819.1
2015-02,AZ,Healthcare,LostTime,7,lognormal,8.55,0.72,12102.1
2015-02,AZ,Manufacturing,Indemnity,2,lognormal,8.55,0.72,8422.0
2015-02,AZ,Manufacturing,LostTime,3,lognormal,8.55,0.72,10041.4
2015-02,CA,Construction,Indemnity,3,lognormal,8.55,0.72,13797.2
2015-02,CA,Construction,LostTime,3,lognormal,8.55,0.72,17784.2
2015-02,CA,Healthcare,Indemnity,3,lognormal,8.55,0.72,12036.8
2015-02,CA,Healthcare,LostTime,2,lognormal,8.55,0.72,9995.4
2015-02,CA,Manufacturing,Indemnity,3,lognormal,8.55,0.72,13169.4
2015-02,CA,Manufacturing,LostTime,13,lognormal,8.55,0.72,12068.2
2015-02,CO,Construction,Indemnity,2,lognormal,8.55,0.72,9118.1
2015-02,CO,Construction,LostTime,7,lognormal,8.55,0.72,14136.8
2015-02,CO,Healthcare,Indemnity,2,lognormal,8.55,0.72,8443.8
2015-02,CO,Healthcare,LostTime,7,lognormal,8.55,0.72,9585.5
2015-02,CO,Manufacturing,Indemnity,11,lognormal,8.55,0.72,8928.2
2015-02,CO,Manufacturing,LostTime,23,lognormal,8.55,0.72,11016.8
2015-02,CO,Manufacturing,MedicalOnly,2,lognormal,8.55,0.72,5300.9
2015-02,CT,Construction,Indemnity,3,lognormal,8.55,0.72,11136.4
2015-02,CT,Construction,LostTime,4,lognormal,8.55,0.72,15638.3
2015-02,CT,Healthcare,Indemnity,3,lognormal,8.55,0.72,7833.0
2015-02,CT,Healthcare,LostTime,11,lognormal,8.55,0.72,11628.1
2015-02,CT,Manufacturing,Indemnity,5,lognormal,8.55,0.72,9843.5
2015-02,CT,Manufacturing,LostTime,27,lognormal,8.55,0.72,12645.7
2015-02,CT,Manufacturing,MedicalOnly,2,lognormal,8.55,0.72,6339.5
2015-02,DC,Construction,Indemnity,6,lognormal,8.55,0.72,12698.1
2015-02,DC,Construction,LostTime,3,lognormal,8.55,0.72,14643.4
2015-02,DC,Healthcare,Indemnity,3,lognormal,8.55,0.72,6881.2
2015-02,DC,Healthcare,LostTime,2,lognormal,8.55,0.72,11302.1
2015-02,DC,Manufacturing,Indemnity,2,lognormal,8.55,0.72,7724.4
2015-02,DC,Manufacturing,LostTime,8,lognormal,8.55,0.72,12729.2
2015-02,DE,Construction,Indemnity,3,lognormal,8.55,0.72,11958.7
2015-02,DE,Construction,LostTime,5,lognormal,8.55,0.72,10273.6
2015-02,DE,Healthcare,Indemnity,3,lognormal,8.55,0.72,10195.1
2015-02,DE,Healthcare,LostTime,3,lognormal,8.55,0.72,10635.4
